timestamp,tracker_id,type,message,lat,lng,heading,status
2025-11-11T15:09:04.126Z,TRK-001,online,Tracker came online,,,,
2025-11-11T15:09:04.141Z,TRK-001,location_update,,16.615856,120.317633,144,online
2025-11-11T15:09:09.152Z,TRK-001,location_update,,16.616405,120.317998,32,online
2025-11-11T15:09:14.161Z,TRK-001,location_update,,16.616912,120.318403,37,online
2025-11-11T15:09:19.175Z,TRK-001,location_update,,16.617641,120.318942,35,online
2025-11-11T15:09:24.176Z,TRK-001,location_update,,16.618127,120.319286,34,online
2025-11-11T15:09:29.183Z,TRK-001,location_update,,16.618635,120.319703,38,online
2025-11-11T15:09:34.188Z,TRK-001,location_update,,16.619331,120.320291,39,online
2025-11-11T15:09:39.196Z,TRK-001,location_update,,16.620012,120.320839,38,online
2025-11-11T15:09:44.201Z,TRK-001,location_update,,16.620557,120.321298,39,online
2025-11-11T15:09:49.209Z,TRK-001,location_update,,16.620723,120.320270,280,online
2025-11-11T15:09:54.221Z,TRK-001,location_update,,16.620909,120.319244,281,online
2025-11-11T15:09:59.236Z,TRK-001,location_update,,16.621034,120.318474,280,online
2025-11-11T15:10:04.246Z,TRK-001,location_update,,16.621136,120.317858,280,online
2025-11-11T15:10:09.250Z,TRK-001,location_update,,16.621275,120.317147,282,online
2025-11-11T15:10:14.256Z,TRK-001,location_update,,16.621465,120.316402,285,online
2025-11-11T15:10:19.267Z,TRK-001,location_update,,16.621686,120.315379,283,online
2025-11-11T15:10:24.268Z,TRK-001,location_update,,16.621806,120.314678,280,online
2025-11-11T15:10:29.274Z,TRK-001,location_update,,16.622034,120.313790,285,online
2025-11-11T15:10:34.280Z,TRK-001,location_update,,16.622270,120.312718,283,online
2025-11-11T15:10:39.284Z,TRK-001,location_update,,16.621759,120.312980,154,online
2025-11-11T15:10:44.299Z,TRK-001,location_update,,16.621162,120.313267,155,online
2025-11-11T15:10:49.311Z,TRK-001,location_update,,16.620415,120.313595,157,online
2025-11-11T15:10:54.319Z,TRK-001,location_update,,16.619739,120.313940,154,online
2025-11-11T15:10:59.331Z,TRK-001,location_update,,16.618991,120.314351,152,online
2025-11-11T15:11:04.345Z,TRK-001,location_update,,16.618215,120.314702,157,online
2025-11-11T15:11:09.349Z,TRK-001,location_update,,16.617566,120.315083,151,online
2025-11-11T15:11:14.361Z,TRK-001,location_update,,16.616921,120.315379,156,online
2025-11-11T15:11:19.362Z,TRK-001,location_update,,16.616184,120.315750,154,online
2025-11-11T15:11:24.372Z,TRK-001,location_update,,16.615291,120.316208,154,online
2025-11-11T15:11:29.378Z,TRK-001,location_update,,16.616232,120.316672,25,online
2025-11-11T15:11:34.387Z,TRK-001,location_update,,16.616966,120.317021,24,online
2025-11-11T15:11:39.389Z,TRK-001,location_update,,16.617932,120.317477,24,online
2025-11-11T15:11:44.390Z,TRK-001,location_update,,16.618600,120.317769,23,online
2025-11-11T15:11:49.393Z,TRK-001,location_update,,16.619426,120.318171,25,online
2025-11-11T15:11:54.397Z,TRK-001,location_update,,16.620195,120.318535,24,online
2025-11-11T15:11:59.403Z,TRK-001,location_update,,16.620813,120.318840,25,online
2025-11-11T15:09:04.139Z,TRK-002,online,Tracker came online,,,,
